timestamp,chat_id,event,detail,prompt
"2025-12-23 06:41:17",8237916644,"open_category","marketing",""
"2025-12-23 06:41:20",8237916644,"recv","Реклама  📢",""
"2025-12-23 06:41:21",8237916644,"send_ok","Введите <b>продукт</b>:
<i>пример: бот новостей</i>",""
"2025-12-23 06:41:21",8237916644,"start_prompt","ad",""
"2025-12-30 14:52:30",8237916644,"recv","❌ Отмена",""
"2025-12-30 14:52:31",8237916644,"send_ok","Отменено.",""
"2025-12-30 14:52:38",8237916644,"recv","✨ Креатив — идеи, слоганы",""
"2025-12-30 14:52:38",8237916644,"send_ok","<b>Креатив</b>
Выберите задачу:",""
"2025-12-30 14:52:38",8237916644,"open_category","creative",""
"2025-12-30 14:52:41",8237916644,"recv","Слоган  ✍️",""
"2025-12-30 14:52:42",8237916644,"send_ok","Введите <b>продукт</b>:
<i>пример: CryptoPulse</i>",""
"2025-12-30 14:52:42",8237916644,"start_prompt","tagline",""
"2025-12-30 14:52:48",8237916644,"recv","коврик",""
"2025-12-30 14:52:48",8237916644,"field","продукт=коврик","tagline"
"2025-12-30 14:52:48",8237916644,"send_ok","Введите <b>стиль</b>:
<i>пример: современно</i>",""
"2025-12-30 14:52:55",8237916644,"recv","ретро",""
"2025-12-30 14:52:55",8237916644,"field","стиль=ретро","tagline"
"2025-12-30 14:52:55",8237916644,"send_ok","<b>✨ Ваш промпт</b>

<code>Придумай 10 слоганов для коврик в стиле ретро.</code>",""
"2025-12-30 14:52:55",8237916644,"prompt_generated","tagline",""
"2025-12-30 14:52:56",8237916644,"send_ok","Выберите категорию:",""
